Maskapai,Tanggal_Perjalanan,Waktu_Berangkat,Waktu_Tiba,Durasi_Penerbangan,Jumlah_Transit,Informasi_Tambahan,Jarak_Km,Harga_Tiket
Super Air Jet,03/03/2019,20:55,23:50,2h 55m,non-stop,No info,1739.8021018961408,1250964
Lion Air,18/03/2019,09:35,12:20,2h 45m,non-stop,No info,1560.6966232595826,830378
Lion Air,9/03/2019,04:55,16:10,11h 15m,1 stop,No info,2089.2676378593396,1148423
Batik Air,21/05/2019,05:50,20:25,14h 35m,2 stops,No info,1560.6966232595826,2289588
Transit Maskapai,21/03/2019,11:40,01:35 22 Mar,13h 55m,1 stop,No info,2089.2676378593396,1432040
Lion Air,24/06/2019,11:25,01:30 25 Jun,14h 5m,1 stop,No info,2089.2676378593396,1057792
Batik Air,12/06/2019,16:50,07:55 13 Jun,15h 5m,1 stop,No info,1560.6966232595826,1556913
Batik Air,1/03/2019,11:40,13:55,2h 15m,non-stop,No info,1358.3607154263375,3653143
Garuda Indonesia,06/03/2019,14:05,05:05 07 Mar,15h,1 stop,In-flight meal not included,1739.8021018961408,2512722
Garuda Indonesia,1/05/2019,21:10,10:05 02 May,12h 55m,1 stop,No info,1560.6966232595826,2750744
Transit Maskapai,12/06/2019,07:10,16:10,9h,1 stop,No info,2089.2676378593396,1212069
Batik Air,1/06/2019,07:00,19:15,12h 15m,1 stop,No info,2089.2676378593396,1847787
Transit Maskapai,6/06/2019,17:50,01:30 07 Jun,7h 40m,2 stops,No info,2089.2676378593396,3400978
Batik Air,9/04/2019,06:05,09:25 10 Apr,27h 20m,1 stop,No info,2089.2676378593396,835031
Lion Air,15/03/2019,21:20,22:45,1h 25m,non-stop,No info,621.4628500760243,512519
Batik Air,27/03/2019,06:20,07:40,1h 20m,non-stop,No info,621.4628500760243,479208
Citilink,12/06/2019,15:55,21:25,5h 30m,1 stop,No info,1560.6966232595826,1530486
Batik Air,9/03/2019,20:30,08:15 10 Mar,11h 45m,1 stop,No info,2089.2676378593396,1673225
Lion Air,24/06/2019,05:35,08:50,3h 15m,non-stop,No info,2089.2676378593396,930500
Garuda Indonesia,12/06/2019,18:55,19:50 13 Jun,24h 55m,1 stop,In-flight meal not included,1560.6966232595826,1587247
Batik Air,3/03/2019,06:05,09:25 04 Mar,27h 20m,1 stop,No info,2089.2676378593396,2613216
Garuda Indonesia,24/05/2019,11:10,14:05,2h 55m,non-stop,In-flight meal not included,1750.1147624132104,749983
Garuda Indonesia,6/06/2019,18:55,12:00 07 Jun,17h 5m,1 stop,In-flight meal not included,1560.6966232595826,2018068
Lion Air,6/05/2019,21:25,00:05 07 May,2h 40m,non-stop,No info,1560.6966232595826,894024
Transit Maskapai,27/05/2019,17:30,01:30 28 May,8h,1 stop,In-flight meal not included,2089.2676378593396,1360019
Lion Air,12/05/2019,16:55,19:55,3h,non-stop,No info,1750.1147624132104,897560
Garuda Indonesia,24/06/2019,09:00,12:35 25 Jun,27h 35m,1 stop,In-flight meal not included,2089.2676378593396,1909758
Garuda Indonesia,27/05/2019,20:55,04:25 28 May,7h 30m,1 stop,In-flight meal not included,2089.2676378593396,2400318
Batik Air,12/03/2019,17:25,16:20 13 Mar,22h 55m,2 stops,No info,1739.8021018961408,2377986
Lion Air,3/03/2019,04:45,13:20,8h 35m,1 stop,No info,2089.2676378593396,2767493
Batik Air,21/03/2019,13:20,19:15 22 Mar,29h 55m,2 stops,No info,2089.2676378593396,1620559
Garuda Indonesia,6/06/2019,20:00,18:15 07 Jun,22h 15m,1 stop,In-flight meal not included,1560.6966232595826,2018068
Citilink,6/03/2019,05:45,07:05,1h 20m,non-stop,No info,621.4628500760243,768407
Lion Air,18/05/2019,21:25,00:05 19 May,2h 40m,non-stop,No info,1560.6966232595826,894024
Garuda Indonesia,6/05/2019,08:20,11:20,3h,non-stop,No info,1750.1147624132104,1345317
Garuda Indonesia,21/03/2019,07:00,19:10,12h 10m,1 stop,In-flight meal not included,1739.8021018961408,1457535
Citilink,18/03/2019,09:30,12:05,2h 35m,non-stop,No info,1358.3607154263375,718160
Transit Maskapai,6/06/2019,07:30,19:15,11h 45m,1 stop,No info,2089.2676378593396,1675086
Sriwijaya Air,9/05/2019,17:00,19:35,2h 35m,non-stop,No info,1750.1147624132104,907796
Lion Air,3/05/2019,02:35,04:05,1h 30m,non-stop,No info,621.4628500760243,512519
Sriwijaya Air,27/06/2019,07:00,09:40,2h 40m,non-stop,No info,1750.1147624132104,868715
AirAsia Indonesia,12/05/2019,10:20,12:55,2h 35m,non-stop,No info,1560.6966232595826,970698
Garuda Indonesia,6/06/2019,05:30,04:25 07 Jun,22h 55m,2 stops,In-flight meal not included,2089.2676378593396,1929485
Lion Air,9/03/2019,06:40,21:20,14h 40m,2 stops,No info,2089.2676378593396,1515971
Garuda Indonesia,27/03/2019,13:00,04:25 28 Mar,15h 25m,1 stop,No info,2089.2676378593396,2278236
Garuda Indonesia,15/03/2019,08:00,15:15,7h 15m,1 stop,In-flight meal not included,1739.8021018961408,1699837
Batik Air,6/06/2019,13:15,09:25 07 Jun,20h 10m,2 stops,No info,2089.2676378593396,2035748
Batik Air,6/06/2019,10:55,07:40 07 Jun,20h 45m,2 stops,No info,2089.2676378593396,2187233
Citilink,24/04/2019,17:10,19:40,2h 30m,non-stop,No info,1560.6966232595826,776781
Garuda Indonesia,21/05/2019,20:00,19:50 22 May,23h 50m,1 stop,In-flight meal not included,1560.6966232595826,2018068
Garuda Indonesia,3/06/2019,16:00,19:00 04 Jun,27h,1 stop,No info,2089.2676378593396,2738275
Garuda Indonesia,12/06/2019,06:30,12:00,5h 30m,1 stop,In-flight meal not included,1560.6966232595826,1842204
Lion Air,3/03/2019,09:10,21:00,11h 50m,1 stop,No info,2089.2676378593396,2767493
Lion Air,6/03/2019,13:20,15:35,2h 15m,non-stop,No info,1358.3607154263375,1357600
Batik Air,6/06/2019,18:45,19:15 07 Jun,24h 30m,2 stops,No info,2089.2676378593396,2505836
Citilink,21/05/2019,17:45,20:05,2h 20m,non-stop,No check-in baggage included,1358.3607154263375,659352
Transit Maskapai,27/06/2019,19:00,01:30 28 Jun,6h 30m,1 stop,No info,2089.2676378593396,1339548
Garuda Indonesia,1/06/2019,08:00,04:25 02 Jun,20h 25m,1 stop,In-flight meal not included,2089.2676378593396,1909758
Lion Air,15/03/2019,15:20,17:55,2h 35m,non-stop,No info,1560.6966232595826,771943
Garuda Indonesia,27/06/2019,15:15,18:10,2h 55m,non-stop,No info,1750.1147624132104,1491778
Garuda Indonesia,9/06/2019,22:50,04:25 10 Jun,5h 35m,1 stop,In-flight meal not included,2089.2676378593396,1909758
Citilink,15/06/2019,14:55,17:25,2h 30m,non-stop,No check-in baggage included,1560.6966232595826,714810
Garuda Indonesia,12/03/2019,09:45,00:30 13 Mar,14h 45m,1 stop,No info,1739.8021018961408,2141453
Garuda Indonesia,1/05/2019,08:25,20:45,12h 20m,1 stop,No info,1560.6966232595826,2750744
Garuda Indonesia,27/05/2019,17:30,19:00 28 May,25h 30m,1 stop,No info,2089.2676378593396,2992302
Garuda Indonesia,27/05/2019,22:50,04:25 28 May,5h 35m,1 stop,In-flight meal not included,2089.2676378593396,2400318
Transit Maskapai,6/03/2019,07:30,19:15,11h 45m,1 stop,No info,2089.2676378593396,2857193
Lion Air,24/03/2019,18:25,21:20,2h 55m,non-stop,No info,1739.8021018961408,1359088
Citilink,24/03/2019,15:05,20:45,5h 40m,1 stop,No info,1560.6966232595826,1153262
Batik Air,9/06/2019,09:10,13:15,4h 5m,1 stop,No info,1560.6966232595826,1674156
Lion Air,21/03/2019,14:20,22:20,8h,1 stop,No info,2089.2676378593396,1214861
Super Air Jet,9/04/2019,20:55,23:40,2h 45m,non-stop,No info,1750.1147624132104,788878
Lion Air,12/03/2019,20:25,23:05,2h 40m,non-stop,No info,1560.6966232595826,771943
Citilink,24/05/2019,21:10,00:05 25 May,2h 55m,non-stop,No info,1750.1147624132104,739003
AirAsia Indonesia,6/05/2019,07:35,23:30,15h 55m,1 stop,No info,1560.6966232595826,966231
Garuda Indonesia,9/04/2019,13:25,12:35 10 Apr,23h 10m,2 stops,No info,2089.2676378593396,1764786
Garuda Indonesia,3/06/2019,11:40,19:00,7h 20m,2 stops,No info,2089.2676378593396,3499424
Batik Air,18/06/2019,05:10,08:00,2h 50m,non-stop,No info,2089.2676378593396,967906
Garuda Indonesia,27/05/2019,11:30,19:00,7h 30m,1 stop,No info,2089.2676378593396,2992302
Garuda Indonesia,15/06/2019,19:50,22:50,3h,non-stop,In-flight meal not included,1750.1147624132104,1345317
Transit Maskapai,27/05/2019,17:45,01:30 28 May,7h 45m,1 stop,No info,2089.2676378593396,1264550
Garuda Indonesia,9/05/2019,09:35,10:55 10 May,25h 20m,1 stop,No info,1560.6966232595826,2038353
Transit Maskapai,24/06/2019,15:05,01:30 25 Jun,10h 25m,2 stops,No info,2089.2676378593396,2971086
Batik Air,9/04/2019,12:55,19:15 10 Apr,30h 20m,2 stops,No info,2089.2676378593396,1855045
Lion Air,6/06/2019,22:15,00:50 07 Jun,2h 35m,non-stop,No info,1560.6966232595826,894024
Garuda Indonesia,27/05/2019,10:00,19:00,9h,1 stop,No info,2089.2676378593396,2992302
Garuda Indonesia,12/06/2019,21:25,12:35 13 Jun,15h 10m,2 stops,In-flight meal not included,2089.2676378593396,2141453
Batik Air,9/06/2019,09:25,13:45 10 Jun,28h 20m,2 stops,No info,1560.6966232595826,2147966
Garuda Indonesia,24/04/2019,17:45,20:45,3h,non-stop,No info,1750.1147624132104,1345317
Garuda Indonesia,27/04/2019,06:00,08:45,2h 45m,non-stop,In-flight meal not included,1750.1147624132104,845638
Lion Air,15/05/2019,05:10,10:05,4h 55m,1 stop,No info,2089.2676378593396,1208906
Lion Air,15/06/2019,21:25,00:05 16 Jun,2h 40m,non-stop,No info,1560.6966232595826,894024
Batik Air,01/03/2019,11:05,09:15 02 Mar,22h 10m,1 stop,No info,1739.8021018961408,2500998
Garuda Indonesia,27/03/2019,18:15,04:25 28 Mar,10h 10m,1 stop,In-flight meal not included,2089.2676378593396,1217094
Lion Air,1/06/2019,23:30,02:20 02 Jun,2h 50m,non-stop,No info,1750.1147624132104,854385
Lion Air,18/03/2019,16:15,20:35,4h 20m,1 stop,No info,1739.8021018961408,825726
AirAsia Indonesia,21/03/2019,20:10,07:10 22 Mar,11h,1 stop,No info,2089.2676378593396,1144701
Garuda Indonesia,21/06/2019,17:45,20:45,3h,non-stop,In-flight meal not included,1750.1147624132104,1443019
Garuda Indonesia,24/06/2019,14:00,12:35 25 Jun,22h 35m,1 stop,In-flight meal not included,2089.2676378593396,1909758
Garuda Indonesia,9/06/2019,18:55,22:00,3h 5m,non-stop,No info,1750.1147624132104,1491778
Citilink,24/03/2019,06:55,09:35,2h 40m,non-stop,No check-in baggage included,1560.6966232595826,889744
Sriwijaya Air,27/06/2019,11:30,14:20,2h 50m,non-stop,No info,1750.1147624132104,868715
Batik Air,06/03/2019,11:50,08:55 07 Mar,21h 5m,1 stop,No info,1739.8021018961408,2715943
Garuda Indonesia,24/03/2019,16:55,04:45 25 Mar,11h 50m,1 stop,No info,1560.6966232595826,2648389
Batik Air,15/05/2019,05:15,06:50 16 May,25h 35m,1 stop,No info,2089.2676378593396,1567892
Transit Maskapai,12/06/2019,07:05,22:30,15h 25m,1 stop,No info,2089.2676378593396,1795121
Lion Air,3/03/2019,14:40,17:05,2h 25m,non-stop,No info,1358.3607154263375,1357600
AirAsia Indonesia,9/04/2019,06:50,10:30,3h 40m,1 stop,No info,1560.6966232595826,960648
Lion Air,09/03/2019,18:25,21:20,2h 55m,non-stop,No info,1739.8021018961408,1276646
Sriwijaya Air,15/04/2019,06:00,09:10,3h 10m,non-stop,No info,2089.2676378593396,1156798
AirAsia Indonesia,24/05/2019,07:35,19:25,11h 50m,1 stop,No info,1560.6966232595826,966231
Lion Air,9/04/2019,20:00,22:50,2h 50m,non-stop,No info,1750.1147624132104,897560
Citilink,3/04/2019,09:30,12:20,2h 50m,non-stop,No check-in baggage included,1750.1147624132104,729326
Lion Air,3/06/2019,19:05,20:35,1h 30m,non-stop,No info,621.4628500760243,512519
Transit Maskapai,9/05/2019,07:30,19:00,11h 30m,1 stop,No info,2089.2676378593396,1733522
Transit Maskapai,27/03/2019,10:00,18:50,8h 50m,1 stop,No info,2089.2676378593396,2171229
Garuda Indonesia,12/06/2019,08:25,04:40 13 Jun,20h 15m,1 stop,In-flight meal not included,1560.6966232595826,1158286
Batik Air,24/03/2019,09:25,05:35 25 Mar,20h 10m,2 stops,No info,1560.6966232595826,2484249
Garuda Indonesia,18/03/2019,16:55,09:00 16 Mar,16h 5m,1 stop,In-flight meal not included,1739.8021018961408,2063291
Transit Maskapai,6/03/2019,13:00,01:35 07 Mar,12h 35m,1 stop,No info,2089.2676378593396,2903718
Garuda Indonesia,9/05/2019,19:30,12:35 10 May,17h 5m,2 stops,No info,2089.2676378593396,2815507
Lion Air,9/04/2019,16:55,19:55,3h,non-stop,No info,1750.1147624132104,897560
Sriwijaya Air,1/05/2019,07:10,22:40,15h 30m,1 stop,No info,1560.6966232595826,1572917
Transit Maskapai,6/06/2019,07:30,19:00,11h 30m,1 stop,No info,2089.2676378593396,2330716
Citilink,27/03/2019,17:45,20:05,2h 20m,non-stop,No info,1358.3607154263375,629762
Garuda Indonesia,1/06/2019,19:15,19:00 02 Jun,23h 45m,1 stop,In-flight meal not included,2089.2676378593396,1909758
Citilink,18/06/2019,13:15,14:45,1h 30m,non-stop,No check-in baggage included,621.4628500760243,365686
Lion Air,18/05/2019,22:15,00:50 19 May,2h 35m,non-stop,No info,1560.6966232595826,894024
Garuda Indonesia,27/05/2019,18:15,19:00 28 May,24h 45m,1 stop,No info,2089.2676378593396,2992302
Garuda Indonesia,1/06/2019,21:25,19:00 02 Jun,21h 35m,2 stops,No info,2089.2676378593396,2473641
AirAsia Indonesia,9/05/2019,07:55,13:25,5h 30m,1 stop,No info,2089.2676378593396,1256361
Batik Air,15/05/2019,07:00,19:15,12h 15m,1 stop,No info,2089.2676378593396,1613301
Lion Air,3/03/2019,17:30,01:35 04 Mar,8h 5m,1 stop,No info,2089.2676378593396,2767493
Garuda Indonesia,21/05/2019,14:00,19:00,5h,1 stop,In-flight meal not included,2089.2676378593396,2400318
Citilink,6/06/2019,09:30,12:20,2h 50m,non-stop,No check-in baggage included,1750.1147624132104,729326
Transit Maskapai,1/03/2019,12:50,19:15,6h 25m,1 stop,No info,2089.2676378593396,6882536
Lion Air,3/06/2019,19:35,21:55,2h 20m,non-stop,No info,1358.3607154263375,669402
Batik Air,09/03/2019,17:00,19:45,2h 45m,non-stop,No info,1739.8021018961408,1998900
Batik Air,6/06/2019,16:50,05:35 07 Jun,12h 45m,2 stops,No info,1560.6966232595826,2127495
Garuda Indonesia,12/03/2019,18:55,10:45 13 Mar,15h 50m,1 stop,In-flight meal not included,1739.8021018961408,2063291
Garuda Indonesia,3/06/2019,09:35,12:35 04 Jun,27h,2 stops,No info,2089.2676378593396,2473641
Batik Air,15/06/2019,05:15,07:40 16 Jun,26h 25m,3 stops,No info,2089.2676378593396,1952747
Super Air Jet,09/03/2019,07:45,10:40,2h 55m,non-stop,No info,1739.8021018961408,1420129
Batik Air,6/06/2019,06:50,07:40 07 Jun,24h 50m,2 stops,No info,2089.2676378593396,2490204
Garuda Indonesia,6/06/2019,20:00,04:40 07 Jun,8h 40m,1 stop,No info,1560.6966232595826,2555339
Batik Air,21/05/2019,05:55,07:40 22 May,25h 45m,2 stops,No info,2089.2676378593396,2216637
Lion Air,18/04/2019,23:30,02:20 19 Apr,2h 50m,non-stop,No info,1750.1147624132104,854385
Transit Maskapai,3/06/2019,13:00,19:15,6h 15m,1 stop,No info,2089.2676378593396,2763213
Transit Maskapai,12/06/2019,08:45,19:15,10h 30m,1 stop,No info,2089.2676378593396,1538303
Batik Air,18/05/2019,17:15,19:15 19 May,26h,2 stops,No info,2089.2676378593396,2306151
Garuda Indonesia,12/06/2019,18:55,12:00 13 Jun,17h 5m,1 stop,No info,1560.6966232595826,2427488
Garuda Indonesia,21/05/2019,07:05,04:25 22 May,21h 20m,1 stop,In-flight meal not included,2089.2676378593396,2400318
Garuda Indonesia,21/03/2019,22:50,04:25 22 Mar,5h 35m,1 stop,No info,2089.2676378593396,2278236
Lion Air,18/05/2019,10:10,13:00,2h 50m,non-stop,No info,1750.1147624132104,733792
Sriwijaya Air,24/03/2019,20:20,22:10 25 Mar,25h 50m,1 stop,No info,1560.6966232595826,2066640
Garuda Indonesia,12/05/2019,21:10,09:20 13 May,12h 10m,1 stop,No info,1560.6966232595826,2677607
Garuda Indonesia,18/05/2019,19:30,12:35 19 May,17h 5m,2 stops,No info,2089.2676378593396,2421905
Transit Maskapai,6/03/2019,10:20,18:50,8h 30m,1 stop,No info,2089.2676378593396,2867987
Garuda Indonesia,9/03/2019,19:45,18:50 10 Mar,23h 5m,1 stop,No info,2089.2676378593396,3031383
Lion Air,15/05/2019,06:50,16:10,9h 20m,1 stop,No info,2089.2676378593396,1198856
Garuda Indonesia,18/05/2019,08:25,16:20,7h 55m,1 stop,In-flight meal not included,1560.6966232595826,2018068
Garuda Indonesia,18/05/2019,10:20,11:50,1h 30m,non-stop,No info,621.4628500760243,1056676
Lion Air,12/04/2019,23:30,02:20 13 Apr,2h 50m,non-stop,No info,1750.1147624132104,1285207
Citilink,21/05/2019,09:45,12:00,2h 15m,non-stop,No check-in baggage included,1358.3607154263375,659352
Garuda Indonesia,6/06/2019,09:00,19:00,10h,1 stop,No info,2089.2676378593396,2738275
Sriwijaya Air Premium,03/03/2019,16:00,18:35,2h 35m,non-stop,No info,1739.8021018961408,2194677
Transit Maskapai,15/05/2019,11:30,19:15,7h 45m,1 stop,No info,2089.2676378593396,2665510
Citilink,9/04/2019,21:10,00:05 10 Apr,2h 55m,non-stop,No info,1750.1147624132104,739003
Sriwijaya Air,6/05/2019,20:20,22:40 07 May,26h 20m,1 stop,No info,1560.6966232595826,1572917
Sriwijaya Air,12/04/2019,07:00,09:40,2h 40m,non-stop,No info,1750.1147624132104,1005498
Transit Maskapai,9/05/2019,10:00,21:00,11h,1 stop,No info,2089.2676378593396,2554595
Batik Air,1/04/2019,10:00,05:25 02 Apr,19h 25m,2 stops,No info,1560.6966232595826,2352118
Garuda Indonesia,18/04/2019,15:15,18:10,2h 55m,non-stop,In-flight meal not included,1750.1147624132104,967348
Sriwijaya Air,1/06/2019,19:30,22:15,2h 45m,non-stop,No info,1750.1147624132104,907796
Garuda Indonesia,18/05/2019,19:45,19:00 19 May,23h 15m,1 stop,In-flight meal not included,2089.2676378593396,2302615
Transit Maskapai,3/03/2019,07:10,16:10,9h,1 stop,In-flight meal not included,2089.2676378593396,1591527
Sriwijaya Air,21/04/2019,14:40,17:50,3h 10m,non-stop,No info,2089.2676378593396,1254500
Transit Maskapai,9/04/2019,12:50,19:15,6h 25m,1 stop,No info,2089.2676378593396,1206114
Transit Maskapai,6/06/2019,10:35,19:15,8h 40m,1 stop,No info,2089.2676378593396,1368579
Batik Air,21/04/2019,21:05,23:55,2h 50m,non-stop,No info,1750.1147624132104,972931
Garuda Indonesia,12/05/2019,08:25,20:45,12h 20m,1 stop,In-flight meal not included,1560.6966232595826,2018068
Lion Air,18/05/2019,06:50,12:10,5h 20m,1 stop,No info,2089.2676378593396,1181177
Batik Air,15/03/2019,08:15,12:15,4h,1 stop,No info,1739.8021018961408,932919
Garuda Indonesia,9/06/2019,18:55,04:40 10 Jun,9h 45m,1 stop,In-flight meal not included,1560.6966232595826,1798284
Lion Air,6/04/2019,18:25,21:20,2h 55m,non-stop,No info,1750.1147624132104,897560
Batik Air,24/06/2019,16:55,19:15 25 Jun,26h 20m,2 stops,No info,2089.2676378593396,2490204
Citilink,1/06/2019,09:45,12:00,2h 15m,non-stop,No check-in baggage included,1358.3607154263375,659352
Garuda Indonesia,15/05/2019,18:55,04:40 16 May,9h 45m,1 stop,In-flight meal not included,1560.6966232595826,1798284
Garuda Indonesia,1/04/2019,18:55,19:50 02 Apr,24h 55m,1 stop,In-flight meal not included,1560.6966232595826,1314610
Garuda Indonesia,9/06/2019,07:05,19:00,11h 55m,1 stop,In-flight meal not included,2089.2676378593396,1909758
Batik Air,1/06/2019,10:55,19:15,8h 20m,2 stops,No info,2089.2676378593396,2421719
Garuda Indonesia,27/06/2019,19:10,12:35 28 Jun,17h 25m,2 stops,No info,2089.2676378593396,2854588
Super Air Jet,18/04/2019,11:40,14:30,2h 50m,non-stop,No info,1750.1147624132104,918776
Lion Air,6/06/2019,05:05,12:10,7h 5m,1 stop,No info,2089.2676378593396,1268830
Batik Air,18/05/2019,22:00,19:15 19 May,21h 15m,2 stops,No info,2089.2676378593396,1943070
Garuda Indonesia,3/04/2019,14:00,19:00,5h,1 stop,In-flight meal not included,2089.2676378593396,963440
Lion Air,27/06/2019,11:35,14:00,2h 25m,non-stop,No info,1358.3607154263375,717974
Lion Air,18/05/2019,21:00,02:15 19 May,5h 15m,1 stop,No info,1560.6966232595826,1215977
Transit Maskapai,15/06/2019,10:20,01:30 16 Jun,15h 10m,1 stop,No info,2089.2676378593396,1264550
Transit Maskapai,3/06/2019,07:30,19:15,11h 45m,1 stop,No info,2089.2676378593396,1811870
Garuda Indonesia,1/05/2019,19:50,22:50,3h,non-stop,No info,1750.1147624132104,1345317
Citilink,24/04/2019,17:55,22:50,4h 55m,1 stop,No info,2089.2676378593396,922498
Lion Air,09/03/2019,06:00,08:45,2h 45m,non-stop,No info,1739.8021018961408,1423293
Citilink,15/06/2019,14:55,17:25,2h 30m,non-stop,No info,1560.6966232595826,720765
Garuda Indonesia,12/05/2019,18:55,04:40 13 May,9h 45m,1 stop,No info,1560.6966232595826,2677607
Lion Air,6/03/2019,17:15,19:55,2h 40m,non-stop,No info,1560.6966232595826,1045510
Transit Maskapai,9/06/2019,19:00,01:30 10 Jun,6h 30m,1 stop,No info,2089.2676378593396,1378629
AirAsia Indonesia,3/03/2019,16:45,22:15,5h 30m,1 stop,No info,2089.2676378593396,2563341
Sriwijaya Air,3/05/2019,07:00,09:40,2h 40m,non-stop,No info,1750.1147624132104,868715
Garuda Indonesia,21/03/2019,18:20,04:25 23 Mar,34h 5m,2 stops,No info,2089.2676378593396,2434560
Batik Air,3/06/2019,03:50,19:15,15h 25m,1 stop,No info,2089.2676378593396,1613301
Lion Air,24/06/2019,16:00,01:30 25 Jun,9h 30m,1 stop,No info,2089.2676378593396,1175408
Garuda Indonesia,6/03/2019,22:20,04:25 07 Mar,6h 5m,1 stop,In-flight meal not included,2089.2676378593396,2341696
Sriwijaya Air,09/03/2019,16:10,18:50,2h 40m,non-stop,No info,1739.8021018961408,1474470
Super Air Jet,3/03/2019,07:00,12:50,5h 50m,1 stop,No info,2089.2676378593396,1373046
Sriwijaya Air,3/06/2019,19:30,22:15,2h 45m,non-stop,No info,1750.1147624132104,907796
Garuda Indonesia,18/05/2019,16:30,19:50 19 May,27h 20m,1 stop,In-flight meal not included,1560.6966232595826,2018068
Garuda Indonesia,3/04/2019,08:20,11:20,3h,non-stop,No info,1750.1147624132104,1345317
Citilink,21/05/2019,06:05,11:20,5h 15m,1 stop,No info,2089.2676378593396,1171872
Garuda Indonesia,12/06/2019,20:00,12:00 13 Jun,16h,1 stop,In-flight meal not included,1560.6966232595826,1587247
Transit Maskapai,18/05/2019,14:00,21:00,7h,1 stop,No info,2089.2676378593396,2554595
Citilink,24/05/2019,08:35,17:15,8h 40m,1 stop,No info,1560.6966232595826,1236262
Transit Maskapai,9/05/2019,10:00,19:00,9h,1 stop,No info,2089.2676378593396,1897662
